gene-LOC111982896	XP_023901772.1
gene-LOC112029701	XP_023918156.1
gene-LOC112029709	XP_023918169.1
gene-LOC112029692	XP_023918147.1
gene-LOC112029690	XP_023918146.1
gene-LOC112029686	XP_023918136.1
gene-LOC112029686	XP_023918137.1
gene-LOC112029711	XP_023918171.1
gene-LOC112029720	XP_023918181.1
gene-LOC112029718	XP_023918178.1
gene-LOC112029704	XP_023918163.1
gene-LOC112029713	XP_023918172.1
gene-LOC112029713	XP_023918173.1
gene-LOC112029719	XP_023918180.1
gene-LOC112029722	
gene-LOC112029702	XP_023918158.1
gene-LOC112029702	XP_023918157.1
gene-LOC112029702	XP_023918160.1
gene-LOC112029702	XP_023918159.1
gene-LOC112029702	XP_023918161.1
gene-LOC112029710	XP_023918170.1
gene-LOC112029693	
gene-LOC112029689	XP_023918145.1
gene-LOC112029688	XP_023918143.1
gene-LOC112029688	XP_023918141.1
gene-LOC112029688	XP_023918144.1
gene-LOC112029688	XP_023918140.1
gene-LOC112029688	XP_023918142.1
gene-LOC112029707	XP_023918165.1
gene-LOC112029707	XP_023918166.1
gene-LOC112029721	XP_023918182.1
gene-LOC112029714	XP_023918174.1
gene-LOC112029717	XP_023918177.1
gene-LOC112029708	XP_023918168.1
gene-LOC112029694	XP_023918148.1
gene-LOC112029715	XP_023918175.1
gene-LOC112029715	XP_023918176.1
gene-LOC112029695	XP_023918150.1
gene-LOC112029703	XP_023918162.1
gene-LOC112029696	XP_023918151.1
gene-LOC112029697	XP_023918152.1
gene-LOC112029700	
gene-LOC112029698	XP_023918153.1
gene-LOC112029706	XP_023918164.1
gene-LOC112029699	XP_023918154.1
gene-LOC112029723	XP_023918183.1
gene-LOC112029734	XP_023918190.1
gene-LOC112029736	XP_023918192.1
gene-LOC112029726	XP_023918185.1
gene-LOC112029735	
gene-LOC112029737	XP_023918193.1
gene-LOC112029728	XP_023918186.1
gene-LOC112029730	XP_023918188.1
gene-LOC112029731	
gene-LOC112029732	
gene-LOC112029733	
gene-LOC112029725	
gene-LOC112029724	XP_023918184.1
gene-LOC112029729	XP_023918187.1
gene-LOC112029740	XP_023918196.1
gene-LOC112029739	XP_023918195.1
gene-LOC112029741	XP_023918197.1
gene-LOC112029742	XP_023918198.1
gene-LOC112029738	XP_023918194.1
gene-LOC112029744	XP_023918199.1
gene-LOC112029745	XP_023918200.1
gene-LOC112029746	
gene-LOC112029747	XP_023918203.1
gene-LOC112029748	XP_023918204.1
gene-LOC112029749	
gene-LOC112029750	XP_023918205.1
gene-LOC112029751	XP_023918206.1
gene-LOC112029752	XP_023918207.1
gene-LOC112029755	XP_023918209.1
gene-LOC112029754	XP_023918208.1
gene-LOC112029756	XP_023918210.1
gene-LOC112029757	XP_023918212.1
gene-LOC112029758	
gene-LOC112029759	XP_023918213.1
gene-LOC112029760	XP_023918214.1
gene-LOC112029761	XP_023918215.1
gene-LOC112029762	XP_023918217.1
gene-LOC112029763	XP_023918218.1
gene-LOC112029764	
gene-LOC112029765	XP_023918219.1
gene-LOC112029766	XP_023918220.1
gene-LOC112029767	XP_023918221.1
gene-LOC112029768	XP_023918222.1
gene-LOC112029770	XP_023918223.1
gene-LOC112029771	XP_023918224.1
gene-LOC112029772	XP_023918225.1
gene-LOC112029773	XP_023918227.1
gene-LOC112029774	XP_023918228.1
gene-LOC112029775	
gene-LOC112029776	XP_023918229.1
gene-LOC112029777	XP_023918230.1
gene-LOC112029779	XP_023918231.1
gene-LOC112029780	XP_023918232.1
gene-LOC112029781	XP_023918233.1
gene-LOC112029782	XP_023918235.1
gene-LOC112029784	XP_023918237.1
gene-LOC112029783	XP_023918236.1
gene-LOC112029785	XP_023918238.1
gene-LOC112029786	
gene-LOC112029787	XP_023918239.1
gene-LOC112029788	
gene-LOC112029790	XP_023918240.1
gene-LOC112029791	XP_023918241.1
gene-LOC112029797	XP_023918248.1
gene-LOC112029795	XP_023918246.1
gene-LOC112029793	XP_023918244.1
gene-LOC112029794	XP_023918245.1
gene-LOC112029796	XP_023918247.1
gene-LOC112029792	XP_023918242.1
gene-LOC112029798	XP_023918249.1
gene-LOC112029800	XP_023918250.1
gene-LOC112029801	XP_023918251.1
gene-LOC112029805	XP_023918254.1
gene-LOC112029831	XP_023918278.1
gene-LOC112029806	XP_023918255.1
gene-LOC112029824	XP_023918270.1
gene-LOC112029807	XP_023918256.1
gene-LOC112029833	XP_023918280.1
gene-LOC112029834	XP_023918281.1
gene-LOC112029808	XP_023918257.1
gene-LOC112029828	
gene-LOC112029829	
gene-LOC112029830	XP_023918276.1
gene-LOC112029810	XP_023918258.1
gene-LOC112029811	XP_023918259.1
gene-LOC112029812	XP_023918260.1
gene-LOC112029803	
gene-LOC112029825	XP_023918271.1
gene-LOC112029825	XP_023918272.1
gene-LOC112029802	XP_023918252.1
gene-LOC112029826	XP_023918274.1
gene-LOC112029826	XP_023918275.1
gene-LOC112029826	XP_023918273.1
gene-LOC112029813	
gene-LOC112029815	
gene-LOC112029832	XP_023918279.1
gene-LOC112029816	XP_023918262.1
gene-LOC112029817	XP_023918263.1
gene-LOC112029818	XP_023918264.1
gene-LOC112029819	XP_023918265.1
gene-LOC112029821	XP_023918266.1
gene-LOC112029804	
gene-LOC112029822	XP_023918268.1
gene-LOC112029823	XP_023918269.1
gene-LOC112029836	
gene-LOC112029837	XP_023918283.1
gene-LOC112029839	
gene-LOC112029835	XP_023918282.1
gene-LOC112029844	XP_023918290.1
gene-LOC112029842	XP_023918287.1
gene-LOC112029843	XP_023918288.1
gene-LOC112029840	XP_023918284.1
gene-LOC112029847	XP_023918292.1
gene-LOC112029841	XP_023918285.1
gene-LOC112029845	XP_023918291.1
gene-LOC112029849	XP_023918301.1
gene-LOC112029850	XP_023918302.1
gene-LOC112029848	XP_023918295.1
gene-LOC112029848	XP_023918299.1
gene-LOC112029848	XP_023918300.1
gene-LOC112029848	XP_023918294.1
gene-LOC112029848	XP_023918293.1
gene-LOC112029848	XP_023918297.1
gene-LOC112029848	XP_023918298.1
gene-LOC112029853	XP_023918304.1
gene-LOC112029859	XP_023918311.1
gene-LOC112029860	XP_023918312.1
gene-LOC112029861	XP_023918313.1
gene-LOC112029855	XP_023918307.1
gene-LOC112029863	XP_023918314.1
gene-LOC112029864	XP_023918315.1
gene-LOC112029865	XP_023918316.1
gene-LOC112029866	XP_023918318.1
gene-LOC112029867	XP_023918319.1
gene-LOC112029868	XP_023918320.1
gene-LOC112029856	XP_023918308.1
gene-LOC112029858	XP_023918310.1
gene-LOC112029852	XP_023918303.1
gene-LOC112029869	XP_023918321.1
gene-LOC112029870	
gene-LOC112029871	XP_023918322.1
gene-LOC112029872	XP_023918323.1
gene-LOC112029874	XP_023918324.1
gene-LOC112029854	XP_023918305.1
gene-LOC112029875	XP_023918325.1
gene-LOC112029876	XP_023918326.1
gene-LOC112029877	XP_023918328.1
gene-LOC112029857	XP_023918309.1
gene-LOC112029878	XP_023918329.1
gene-LOC112029879	XP_023918330.1
gene-LOC112029880	XP_023918331.1
gene-LOC112029881	XP_023918332.1
gene-LOC112029882	XP_023918333.1
gene-LOC112029883	XP_023918334.1
gene-LOC112029885	XP_023918335.1
gene-LOC112029886	XP_023918336.1
gene-LOC112029894	
gene-LOC112029887	XP_023918337.1
gene-LOC112029888	XP_023918339.1
gene-LOC112029889	XP_023918340.1
gene-LOC112029889	XP_023918341.1
gene-LOC112029890	XP_023918343.1
gene-LOC112029890	XP_023918342.1
gene-LOC112029890	XP_023918344.1
gene-LOC112029891	XP_023918346.1
gene-LOC112029891	XP_023918345.1
gene-LOC112029893	XP_023918347.1
gene-LOC112029895	XP_023918348.1
gene-LOC112029896	
gene-LOC112029897	
gene-LOC112029899	XP_023918351.1
gene-LOC112029898	XP_023918350.1
gene-LOC112029900	XP_023918352.1
gene-LOC112029901	XP_023918353.1
gene-LOC112029903	XP_023918354.1
gene-LOC112029905	XP_023918356.1
gene-LOC112029904	XP_023918355.1
gene-LOC112029908	XP_023918360.1
gene-LOC112029907	XP_023918359.1
gene-LOC112029906	XP_023918358.1
gene-LOC112029910	
gene-LOC112029909	
gene-LOC112029914	XP_023918363.1
gene-LOC112029914	XP_023918364.1
gene-LOC112029914	XP_023918365.1
gene-LOC112029911	XP_023918361.1
gene-LOC112029913	XP_023918362.1
gene-LOC112029915	XP_023918367.1
gene-LOC112029916	XP_023918368.1
gene-LOC112029917	
gene-LOC112029921	XP_023918372.1
gene-LOC112029918	XP_023918369.1
gene-LOC112029919	XP_023918370.1
gene-LOC112029920	XP_023918371.1
gene-LOC112029923	
gene-LOC112029924	XP_023918373.1
gene-LOC112029925	
gene-LOC112029926	XP_023918375.1
gene-LOC112029928	XP_023918377.1
gene-LOC112029927	XP_023918376.1
gene-LOC112029929	XP_023918378.1
gene-LOC112029930	XP_023918379.1
gene-LOC112029931	XP_023918380.1
gene-LOC112029931	XP_023918381.1
gene-LOC112029933	XP_023918382.1
gene-LOC112029934	XP_023918383.1
gene-LOC112029935	XP_023918385.1
gene-LOC112029936	
gene-LOC112029937	XP_023918386.1
gene-LOC112029938	
gene-LOC112029939	XP_023918387.1
gene-LOC112029940	XP_023918388.1
gene-LOC112029941	XP_023918389.1
gene-LOC112029943	XP_023918390.1
gene-LOC112029944	XP_023918391.1
gene-LOC112029945	XP_023918392.1
gene-LOC112029946	XP_023918393.1
gene-LOC112029947	XP_023918394.1
gene-LOC112029993	XP_023918444.1
gene-LOC112029993	XP_023918441.1
gene-LOC112029993	XP_023918442.1
gene-LOC112029993	XP_023918443.1
gene-LOC112029957	XP_023918403.1
gene-LOC112029956	XP_023918402.1
gene-LOC112029952	
gene-LOC112029968	XP_023918418.1
gene-LOC112029969	XP_023918419.1
gene-LOC112029970	XP_023918421.1
gene-LOC112029971	XP_023918422.1
gene-LOC112029954	
gene-LOC112029972	XP_023918423.1
gene-LOC112029973	XP_023918424.1
gene-LOC112029974	XP_023918425.1
gene-LOC112029999	XP_023918451.1
gene-LOC112029975	XP_023918426.1
gene-LOC112029953	
gene-LOC112029959	XP_023918405.1
gene-LOC112029992	XP_023918440.1
gene-LOC112029958	XP_023918404.1
gene-LOC112029964	XP_023918412.1
gene-LOC112029998	XP_023918450.1
gene-LOC112029961	XP_023918408.1
gene-LOC112029961	XP_023918407.1
gene-LOC112029961	XP_023918409.1
gene-LOC112029960	XP_023918406.1
gene-LOC112029984	XP_023918432.1
gene-LOC112029976	
gene-LOC112029996	XP_023918449.1
gene-LOC112029949	
gene-LOC112029948	XP_023918396.1
gene-LOC112029948	XP_023918395.1
gene-LOC112029966	XP_023918417.1
gene-LOC112029963	XP_023918411.1
gene-LOC112029985	XP_023918433.1
gene-LOC112029978	XP_023918427.1
gene-LOC112029951	XP_023918398.1
gene-LOC112029989	XP_023918437.1
gene-LOC112029955	XP_023918400.1
gene-LOC112029955	XP_023918399.1
gene-LOC112029955	XP_023918401.1
gene-LOC112029986	XP_023918434.1
gene-LOC112029987	XP_023918435.1
gene-LOC112029988	XP_023918436.1
gene-LOC112029994	XP_023918445.1
gene-LOC112029994	XP_023918447.1
gene-LOC112029994	XP_023918446.1
gene-LOC112029994	XP_023918448.1
gene-LOC112029979	XP_023918428.1
gene-LOC112029980	XP_023918429.1
gene-LOC112029950	XP_023918397.1
gene-LOC112029981	XP_023918430.1
gene-LOC112029965	XP_023918413.1
gene-LOC112029965	XP_023918415.1
gene-LOC112029965	XP_023918414.1
gene-LOC112029965	XP_023918416.1
gene-LOC112029982	XP_023918431.1
gene-LOC112029991	XP_023918438.1
gene-LOC112029991	XP_023918439.1
gene-LOC112030070	
gene-LOC112030018	XP_023918471.1
gene-LOC112030019	XP_023918472.1
gene-LOC112030020	XP_023918473.1
gene-LOC112030004	XP_023918456.1
gene-LOC112030008	
gene-LOC112030044	XP_023918493.1
gene-LOC112030043	
gene-LOC112030053	XP_023918505.1
gene-LOC112030050	XP_023918498.1
gene-LOC112030015	XP_023918468.1
gene-LOC112030016	XP_023918469.1
gene-LOC112030057	XP_023918507.1
gene-LOC112030057	XP_023918508.1
gene-LOC112030057	XP_023918509.1
gene-TRNAP-UGG-8	
gene-TRNAP-AGG-2	
gene-LOC112030005	XP_023918457.1
gene-LOC112030021	XP_023918474.1
gene-LOC112030022	XP_023918475.1
gene-LOC112030006	XP_023918459.1
gene-LOC112030006	XP_023918458.1
gene-LOC112030023	
gene-LOC112030074	
gene-LOC112030066	XP_023918520.1
gene-LOC112030017	XP_023918470.1
gene-LOC112030049	
gene-LOC112030061	XP_023918515.1
gene-LOC112030046	XP_023918496.1
gene-LOC112030054	
gene-LOC112030024	XP_023918476.1
gene-LOC112030052	XP_023918502.1
gene-LOC112030052	XP_023918503.1
gene-LOC112030052	XP_023918504.1
gene-LOC112030041	XP_023918491.1
gene-LOC112030040	XP_023918489.1
gene-LOC112030042	XP_023918492.1
gene-LOC112030069	XP_023918525.1
gene-LOC112030072	XP_023918527.1
gene-LOC112030068	XP_023918524.1
gene-LOC112030055	XP_023918506.1
gene-LOC112030025	XP_023918477.1
gene-LOC112030059	XP_023918513.1
gene-LOC112030059	XP_023918512.1
gene-LOC112030063	XP_023918518.1
gene-LOC112030048	XP_023918497.1
gene-LOC112030026	XP_023918478.1
gene-LOC112030027	XP_023918479.1
gene-LOC112030067	XP_023918522.1
gene-LOC112030067	XP_023918521.1
gene-LOC112030062	XP_023918517.1
gene-LOC112030062	XP_023918516.1
gene-LOC112030028	
gene-LOC112030073	
gene-LOC112030045	XP_023918495.1
gene-LOC112030045	XP_023918494.1
gene-LOC112030058	XP_023918510.1
gene-LOC112030030	XP_023918480.1
gene-LOC112030051	XP_023918500.1
gene-LOC112030051	XP_023918501.1
gene-LOC112030031	XP_023918482.1
gene-LOC112030001	XP_023918452.1
gene-LOC112030011	
gene-LOC112030032	XP_023918483.1
gene-LOC112030002	XP_023918453.1
gene-LOC112030033	XP_023918484.1
gene-LOC112030034	XP_023918485.1
gene-LOC112030035	XP_023918486.1
gene-LOC112030036	XP_023918487.1
gene-LOC112030038	
gene-LOC112030039	XP_023918488.1
gene-LOC112030009	XP_023918463.1
gene-LOC112030071	XP_023918526.1
gene-LOC112030003	XP_023918454.1
gene-LOC112030012	XP_023918464.1
gene-LOC112030013	XP_023918465.1
gene-LOC112030014	XP_023918467.1
gene-LOC112030065	XP_023918519.1
gene-LOC112030060	XP_023918514.1
gene-TRNAS-UGA-4	
gene-LOC112030007	XP_023918460.1
gene-LOC112030007	XP_023918462.1
gene-LOC112030007	XP_023918461.1
gene-LOC112030105	
gene-LOC112030104	XP_023918555.1
gene-LOC112030082	XP_023918533.1
gene-LOC112030108	XP_023918558.1
gene-LOC112030118	
gene-LOC112030117	
gene-LOC112030083	XP_023918534.1
gene-LOC112030084	XP_023918535.1
gene-LOC112030111	XP_023918563.1
gene-LOC112030086	XP_023918536.1
gene-LOC112030087	XP_023918537.1
gene-LOC112030079	XP_023918528.1
gene-LOC112030088	XP_023918538.1
gene-TRNAH-GUG-7	
gene-LOC112030103	XP_023918554.1
gene-LOC112030089	XP_023918540.1
gene-LOC112030090	XP_023918541.1
gene-LOC112030115	XP_023918567.1
gene-LOC112030080	XP_023918530.1
gene-LOC112030091	XP_023918542.1
gene-LOC112030110	XP_023918560.1
gene-LOC112030110	XP_023918561.1
gene-LOC112030110	XP_023918562.1
gene-LOC112030092	XP_023918543.1
gene-LOC112030107	XP_023918557.1
gene-LOC112030112	XP_023918564.1
gene-LOC112030093	XP_023918544.1
gene-LOC112030109	XP_023918559.1
gene-LOC112030081	XP_023918531.1
gene-LOC112030081	XP_023918532.1
gene-LOC112030106	XP_023918556.1
gene-LOC112030116	XP_023918569.1
gene-LOC112030116	XP_023918568.1
gene-LOC112030116	XP_023918570.1
gene-LOC112030100	XP_023918550.1
gene-LOC112030102	XP_023918552.1
gene-LOC112030102	XP_023918553.1
gene-LOC112030101	XP_023918551.1
gene-LOC112030094	XP_023918545.1
gene-LOC112030095	XP_023918546.1
gene-LOC112030114	XP_023918565.1
gene-LOC112030114	XP_023918566.1
gene-LOC112030113	
gene-LOC112030097	XP_023918547.1
gene-LOC112030098	XP_023918548.1
gene-LOC112030099	
gene-LOC112030145	XP_023918599.1
gene-LOC112030127	XP_023918578.1
gene-LOC112030127	XP_023918579.1
gene-LOC112030142	XP_023918596.1
gene-LOC112030133	XP_023918583.1
gene-LOC112030133	XP_023918586.1
gene-LOC112030133	XP_023918585.1
gene-LOC112030133	XP_023918584.1
gene-LOC112030140	
gene-LOC112030139	XP_023918594.1
gene-LOC112030135	XP_023918588.1
gene-LOC112030164	XP_023918616.1
gene-LOC112030144	XP_023918598.1
gene-LOC112030138	XP_023918593.1
gene-LOC112030165	XP_023918617.1
gene-LOC112030165	XP_023918620.1
gene-LOC112030165	XP_023918619.1
gene-LOC112030165	XP_023918621.1
gene-LOC112030165	XP_023918622.1
gene-LOC112030165	XP_023918618.1
gene-LOC112030147	XP_023918601.1
gene-LOC112030148	XP_023918602.1
gene-LOC112030128	XP_023918580.1
gene-LOC112030129	XP_023918581.1
gene-LOC112030130	XP_023918582.1
gene-LOC112030167	XP_023918626.1
gene-LOC112030167	XP_023918623.1
gene-LOC112030167	XP_023918625.1
gene-LOC112030120	XP_023918573.1
gene-LOC112030120	XP_023918572.1
gene-LOC112030120	XP_023918571.1
gene-LOC112030120	XP_023918574.1
gene-LOC112030123	XP_023918576.1
gene-LOC112030123	XP_023918575.1
gene-LOC112030122	
gene-LOC112030124	
gene-LOC112030169	
gene-LOC112030132	
gene-LOC112030131	
gene-LOC112030149	XP_023918603.1
gene-LOC112030141	XP_023918595.1
gene-LOC112030126	
gene-LOC112030150	XP_023918604.1
gene-LOC112030151	
gene-LOC112030168	
gene-LOC112030152	XP_023918605.1
gene-LOC112030153	XP_023918606.1
gene-LOC112030125	XP_023918577.1
gene-LOC112030154	XP_023918607.1
gene-LOC112030137	XP_023918591.1
gene-LOC112030137	XP_023918592.1
gene-LOC112030136	XP_023918590.1
gene-LOC112030136	XP_023918589.1
gene-LOC112030134	XP_023918587.1
gene-LOC112030143	XP_023918597.1
gene-LOC112030155	XP_023918608.1
gene-LOC112030156	XP_023918609.1
gene-LOC112030157	XP_023918610.1
gene-LOC112030158	XP_023918611.1
gene-LOC112030159	XP_023918612.1
gene-LOC112030160	
gene-LOC112030161	XP_023918613.1
gene-LOC112030162	XP_023918614.1
gene-LOC112030163	XP_023918615.1
gene-LOC112030173	XP_023918630.1
gene-LOC112030175	XP_023918632.1
gene-LOC112030177	XP_023918634.1
gene-LOC112030176	XP_023918633.1
gene-LOC112030178	XP_023918635.1
gene-LOC112030187	XP_023918645.1
gene-LOC112030205	XP_023918665.1
gene-LOC112030198	XP_023918657.1
gene-LOC112030204	XP_023918664.1
gene-LOC112030199	XP_023918658.1
gene-LOC112030179	XP_023918636.1
gene-LOC112030203	XP_023918661.1
gene-LOC112030206	
gene-LOC112030197	XP_023918656.1
gene-LOC112030194	XP_023918654.1
gene-LOC112030194	XP_023918653.1
gene-LOC112030180	XP_023918638.1
gene-LOC112030191	XP_023918647.1
gene-LOC112030191	XP_023918648.1
gene-LOC112030171	XP_023918628.1
gene-LOC112030188	
gene-LOC112030181	XP_023918639.1
gene-LOC112030201	XP_023918659.1
gene-LOC112030202	XP_023918660.1
gene-LOC112030189	XP_023918646.1
gene-LOC112030182	XP_023918640.1
gene-LOC112030192	XP_023918650.1
gene-LOC112030192	XP_023918649.1
gene-LOC112030193	XP_023918652.1
gene-LOC112030195	XP_023918655.1
gene-LOC112030170	XP_023918627.1
gene-LOC112030183	
gene-LOC112030172	XP_023918629.1
gene-LOC112030196	
gene-LOC112030184	XP_023918642.1
gene-LOC112030185	XP_023918643.1
gene-LOC112030186	XP_023918644.1
gene-LOC112030211	XP_023918673.1
gene-LOC112030230	
gene-LOC112030216	XP_023918676.1
gene-LOC112030226	XP_023918683.1
gene-LOC112030226	XP_023918684.1
gene-LOC112030226	XP_023918682.1
gene-LOC112030214	XP_023918675.1
gene-LOC112030212	
gene-LOC112030213	XP_023918674.1
gene-LOC112030217	XP_023918677.1
gene-LOC112030218	
gene-LOC112030227	XP_023918686.1
gene-LOC112030219	XP_023918679.1
gene-LOC112030229	XP_023918688.1
gene-LOC112030228	XP_023918687.1
gene-LOC112030220	
gene-LOC112030221	
gene-LOC112030222	XP_023918680.1
gene-LOC112030210	
gene-LOC112030209	XP_023918672.1
gene-LOC112030208	XP_023918670.1
gene-LOC112030208	XP_023918669.1
gene-LOC112030208	XP_023918668.1
gene-LOC112030223	
gene-LOC112030224	XP_023918681.1
gene-LOC112030207	XP_023918667.1
gene-LOC112030207	XP_023918666.1
gene-LOC112030233	
gene-LOC112030232	
gene-LOC112030238	XP_023918694.1
gene-LOC112030239	XP_023918695.1
gene-LOC112030240	
gene-LOC112030241	XP_023918696.1
gene-LOC112030242	
gene-LOC112030235	XP_023918690.1
gene-LOC112030237	XP_023918692.1
gene-LOC112030236	XP_023918691.1
gene-LOC112030243	XP_023918697.1
gene-LOC112030245	XP_023918698.1
gene-LOC112030247	XP_023918702.1
gene-LOC112030247	XP_023918701.1
gene-LOC112030246	XP_023918699.1
gene-LOC112030231	XP_023918689.1
gene-LOC112030328	XP_023918781.1
gene-LOC112030249	XP_023918704.1
gene-LOC112030250	XP_023918705.1
gene-LOC112030251	XP_023918706.1
gene-LOC112030252	XP_023918707.1
gene-LOC112030253	XP_023918708.1
gene-LOC112030255	XP_023918709.1
gene-LOC112030256	XP_023918710.1
gene-LOC112030257	XP_023918711.1
gene-LOC112030258	XP_023918713.1
gene-LOC112030259	XP_023918714.1
gene-LOC112030327	XP_023918780.1
gene-LOC112030260	XP_023918715.1
gene-LOC112030261	XP_023918716.1
gene-LOC112030262	XP_023918717.1
gene-LOC112030263	XP_023918718.1
gene-LOC112030264	XP_023918719.1
gene-LOC112030266	XP_023918720.1
gene-LOC112030267	
gene-TRNAV-UAC-7	
gene-LOC112030268	XP_023918721.1
gene-LOC112030269	XP_023918723.1
gene-LOC112030270	XP_023918724.1
gene-LOC112030271	XP_023918725.1
gene-LOC112030272	XP_023918726.1
gene-LOC112030329	XP_023918782.1
gene-LOC112030273	XP_023918727.1
gene-LOC112030274	XP_023918728.1
gene-LOC112030275	XP_023918729.1
gene-LOC112030277	XP_023918730.1
